443.3910608,0.001671962
446.0706302,0.001714925
454.4666143,0.001454883
465.006254,5.29122E-05
474.2954279,0.004919553
485.3709815,0.00929166
494.8387934,0.014319528
505.1997951,0.026620673
515.5607968,0.047378856
525.0286087,0.086297058
527.5295401,0.099651188
531.6382132,0.117124543
535.5682484,0.121972642
539.4982835,0.12682074
543.4283186,0.123121352
547.3583537,0.117142633
551.2883889,0.115216057
555.3613344,0.124221219
558.9698212,0.133366578
561.4707526,0.151120025
563.0784943,0.16940803
565.3561282,0.192098217
566.8298914,0.214981966
569.4805195,0.24734506
571.4285714,0.270179188
574.6753247,0.313299359
577.9220779,0.353887884
580.5194805,0.384333388
584.4155844,0.432533289
585.7456666,0.473732142
585.8101747,0.444666163
586.3728843,0.456243611
590.2314642,0.508310019
594.1614994,0.515120874
601.3070178,0.517960991
604.5225011,0.511683789
611.8466574,0.483098701
613.811675,0.465156515
615.5980546,0.448486654
620.0640036,0.404258307
621.4931073,0.395704789
627.1737944,0.377044132
630.6036433,0.362405769
632.9259368,0.345616816
635.0695923,0.329652461
636.320058,0.320862268
640.4287311,0.288667863
643.4655764,0.274148064
645.430594,0.264911652
656.6847855,0.201785369
659.1857169,0.186725511
662.4012002,0.171719922
666.3312354,0.158143437
670.2612705,0.144313693
673.8340297,0.128427728
677.049513,0.113960817
679.9077204,0.100490862
685.4454971,0.065111501
688.1250665,0.048185667
691.3405498,0.030944164
695.2308876,0.021249977
