404.0907095,0.006000878
412.3080557,0.065045171
413.0226075,0.07701919
414.2730732,0.100730553
415.7914959,0.127234547
416.9526426,0.145371953
417.7565135,0.163152084
418.7390222,0.180472428
419.6322121,0.198022666
420.049034,0.222293308
421.0255881,0.252869494
420.5254019,0.237395377
421.5257744,0.272104506
421.5972296,0.288264232
422.1331435,0.306908156
422.8476953,0.33383676
422.3117815,0.317533722
423.3240632,0.357838064
424.276799,0.398373053
424.7412577,0.421228762
424.9913509,0.438611818
425.7059027,0.463876653
426.384727,0.488687883
426.7777305,0.507316581
427.4476228,0.54549385
426.9563684,0.523339728
428.2068341,0.570324526
428.3854721,0.585593173
432.3155072,0.666830481
433.7446109,0.683326378
435.3523526,0.698654419
439.1037497,0.740711222
441.0687673,0.759333287
443.0337849,0.775355228
444.9988024,0.791353953
446.6065441,0.802886277
452.7397807,0.851445652
455.0025282,0.865432176
464.6489781,0.882252183
478.0468251,0.84964872
480.3691186,0.842394662
484.1205158,0.798960764
485.7282574,0.78193815
487.1573611,0.76578159
488.5864648,0.74962503
489.8369305,0.736191757
490.9087582,0.718343036
493.2310517,0.66555778
495.0174313,0.64497032
495.9106211,0.630019001
496.8038109,0.611585373
497.7863197,0.595243391
498.6497365,0.57947878
499.4833803,0.567427878
503.2347775,0.516158783
504.6638812,0.499305761
506.0929849,0.480363354
507.3434506,0.465479118
508.5939163,0.448911767
510.02302,0.430143475
511.6307617,0.396405774
512.987013,0.362370541
515.5844156,0.314335032
518.1818182,0.271362814
521.4285714,0.220812099
523.3766234,0.205671544
524.4926948,0.196568236
526.1004364,0.182610054
527.7081781,0.166980363
615.2407787,0.008811147
631.3181951,0.018471164
645.2966155,0.021436781
655.6129577,0.015199964
665.4380456,0.01115153
675.4417713,0.011230674
695.2308876,0.021249977
