200.0000,0.0000,500.0000,0.9600,800.0000,0.9565,1100.0000,0.9353,2200.0000,0.9323,3700.0000,0.1353
210.0000,0.0000,510.0000,0.9681,810.0000,0.9547,1110.0000,0.9353,2250.0000,0.9263,3750.0000,0.1428
220.0000,0.0000,520.0000,0.9741,820.0000,0.9530,1120.0000,0.9353,2300.0000,0.9301,3800.0000,0.1502
230.0000,0.0000,530.0000,0.9783,830.0000,0.9515,1130.0000,0.9354,2350.0000,0.9287,3850.0000,0.1579
240.0000,0.0000,540.0000,0.9813,840.0000,0.9501,1140.0000,0.9355,2400.0000,0.9228,3900.0000,0.1614
250.0000,0.0000,550.0000,0.9835,850.0000,0.9489,1150.0000,0.9356,2450.0000,0.9141,3950.0000,0.1566
260.0000,0.0000,560.0000,0.9848,860.0000,0.9478,1160.0000,0.9357,2500.0000,0.9062,4000.0000,0.1474
270.0000,0.0000,570.0000,0.9858,870.0000,0.9467,1170.0000,0.9358,2550.0000,0.9066,4050.0000,0.1372
280.0000,0.0000,580.0000,0.9861,880.0000,0.9457,1180.0000,0.9360,2600.0000,0.8992,4100.0000,0.1244
290.0000,0.0000,590.0000,0.9860,890.0000,0.9446,1190.0000,0.9363,2650.0000,0.8855,4150.0000,0.1092
300.0000,0.0000,600.0000,0.9855,900.0000,0.9436,1200.0000,0.9365,2700.0000,0.8129,4200.0000,0.0910
310.0000,0.0000,610.0000,0.9849,910.0000,0.9426,1250.0000,0.9381,2750.0000,0.3480,4250.0000,0.0706
320.0000,0.0000,620.0000,0.9840,920.0000,0.9417,1300.0000,0.9402,2800.0000,0.2470,4300.0000,0.0511
330.0000,0.0000,630.0000,0.9831,930.0000,0.9409,1350.0000,0.9434,2850.0000,0.2521,4350.0000,0.0346
340.0000,0.0000,640.0000,0.9821,940.0000,0.9402,1400.0000,0.9440,2900.0000,0.2632,4400.0000,0.0204
350.0000,0.0000,650.0000,0.9811,950.0000,0.9396,1450.0000,0.9502,2950.0000,0.2713,4450.0000,0.0091
360.0000,0.0000,660.0000,0.9798,960.0000,0.9391,1500.0000,0.9556,3000.0000,0.2723,4500.0000,0.0034
370.0000,0.0000,670.0000,0.9786,970.0000,0.9386,1550.0000,0.9595,3050.0000,0.2640,4550.0000,0.0011
380.0000,0.0000,680.0000,0.9772,980.0000,0.9382,1600.0000,0.9627,3100.0000,0.2507,4600.0000,0.0003
390.0000,0.0000,690.0000,0.9759,990.0000,0.9377,1650.0000,0.9646,3150.0000,0.2344,4650.0000,0.0001
400.0000,0.0000,700.0000,0.9745,1000.0000,0.9372,1700.0000,0.9650,3200.0000,0.2168,4700.0000,0.0000
410.0000,0.0000,710.0000,0.9730,1010.0000,0.9368,1750.0000,0.9640,3250.0000,0.1998,4750.0000,0.0000
420.0000,0.0000,720.0000,0.9714,1020.0000,0.9365,1800.0000,0.9625,3300.0000,0.1836,4800.0000,0.0000
430.0000,0.0000,730.0000,0.9698,1030.0000,0.9363,1850.0000,0.9605,3350.0000,0.1681,4850.0000,0.0000
440.0000,0.0096,740.0000,0.9680,1040.0000,0.9361,1900.0000,0.9583,3400.0000,0.1540,4900.0000,0.0000
450.0000,0.2603,750.0000,0.9662,1050.0000,0.9359,1950.0000,0.9563,3450.0000,0.1421,4950.0000,0.0000
460.0000,0.6726,760.0000,0.9643,1060.0000,0.9357,2000.0000,0.9543,3500.0000,0.1357,5000.0000,0.0000
470.0000,0.8568,770.0000,0.9623,1070.0000,0.9356,2050.0000,0.9519,3550.0000,0.1359,5050.0000,0.0000
480.0000,0.9199,780.0000,0.9604,1080.0000,0.9355,2100.0000,0.9484,3600.0000,0.1378,5100.0000,0.0000
490.0000,0.9464,790.0000,0.9585,1090.0000,0.9354,2150.0000,0.9434,3650.0000,0.1333,5150.0000,0.0000
